,İLAN ADI,MAHALLE,FİYAT,NET(m²),BRÜT(m²),ODA-SALON SAYISI,ODA SAYISI,SALON SAYISI,BANYO SAYISI,FOTOĞRAF SAYISI,BİNA KAT SAYISI,BULUNDUĞU KAT,YAPI DURUMU,ISITMA,BİNA YAŞI,AİDAT,KİRA GETİRİSİ
777,GÖZTEPE AHMET REFİK SOKAK'TA SIFIR BİNADA SATILIK 4+2 DUBLEKS,Göztepe,15.000.000,151,170,,,,,,,,,,,0,0
778,GÖZTEPE AHMET REFİK SOKAK'TA SIFIR BİNADA SATILIK 3+1,Göztepe,8.500.000,86,94,,,,,,,,,,,0,0
779,GÖZTEPE AHMET REFİK SOKAK'TA SIFIR BİNADA SATILIK 3+1,Göztepe,9.000.000,86,94,,,,,,,,,,,0,0
780,OPTİMA'DAN GÖZTEPEDE MARMARAYA YAKIN HAVUZLU ADA MUTFAKLI 3+1,Göztepe,6.700.000,90,130,3+1,3,1,2,36,10-20 arası,8,,Klima,6-10 arası,0,0
781,OPTİMA'DAN ERENKÖY KAŞANELERDE 40 m2 SALONLU GİYİNME ODALI 3+1,Erenköy,8.350.000,130,170,3+1,3,1,2,31,5,3,,Klima,26-30 arası,0,0
782,SAHİLE VE MARMARAYA ÇOK YAKIN ÖN KÖŞE CEPHE BALKONLU 130M2 3+1,Bostancı,5.280.000,120,130,3+1,3,1,2,28,4,2,Sıfır,Merkezi Sistem (Isı Payı Ölçer),0,0,14.000
783,Erenköy 3+1 Yeni Bina Sıfır Daire,Erenköy,6.500.000,100,130,3+1,3,1,1,18,10,1,Sıfır,Kombi (Doğalgaz),4,0,0
784,ÖZEL DEKORASYONLU BAĞDAT CADDESİ&MİNİBÜS YOLUNA KOMŞU 2+1 DAİRE,Göztepe,3.525.000,90,120,2+1,2,1,1,29,9,8,,Klima,4,180,0
785,BOSTANCI'DA MARMARAY VE MİNİBÜSE ÇOK YAKIN İÇİ KOMPLE YAPILI 2+1,Bostancı,3.250.000,75,85,2+1,2,1,1,31,8,Yüksek Giriş,İkinci El,Kombi (Doğalgaz),21-25 arası,0,0
786,50.YIL KORUSUNA KOMŞU ÖN CEPHE 135 M2 BALKONLU 3+1!,Bostancı,4.130.000,100,135,3+1,3,1,1,32,4,1,,Merkezi Sistem (Isı Payı Ölçer),0,0,0
787,OPTİMA'DAN ŞENESENEVLERDE 2022 YAPIMI BALKONLU 3+1,Bostancı,6.495.000,103,135,3+1,3,1,2,26,10,10,,Klima,0,0,0
788,OPTİMA'DAN SUADİYEDE PRESTİJLİ YENİ BİNADA BALKONLU FIRSAT 3+1,Suadiye,8.750.000,102,135,3+1,3,1,2,36,10-20 arası,5,İkinci El,Merkezi Sistem (Isı Payı Ölçer),4,500,0
789,OPTİMA'DAN FENERBAHÇEDE SIFIR BİNADA BALKONLU KOMBİLİ FERAH 3+1,Fenerbahçe,9.650.000,95,115,3+1,3,1,2,23,10,7,,Klima,0,0,0
790,ERENKÖY OYUNCAK MÜZESİNE KOMŞU YÜKSEK KAT 145M2 3+1 DAİRE,Erenköy,12.900.000,117,145,3+1,3,1,2,25,10,9,,Klima,4,300,0
791,KOZYATAGI METROYA YAKIN DENİZ MANZARALI3+1SATILIK FIRSAT DAİRE,Kozyatağı,7.300.000,130,160,3+1,3,1,2,31,10-20 arası,15,,Klima,11-15 arası,0,0
792,MARMARAY VE MİNİBÜS CADDESİNE ÇOK YAKIN İÇİ KOMPLE YAPILI 2+1!!,Bostancı,2.750.000,95,105,2+1,2,1,1,31,4,1,İkinci El,Kombi (Doğalgaz),26-30 arası,0,0
793,SAHİLDE MARMARAY VE MİNİBÜSE YAKIN 1.KAT ÖN CEPHE 2+1!!,Bostancı,2.750.000,95,105,2+1,2,1,1,31,4,1,İkinci El,Kombi (Doğalgaz),26-30 arası,0,0
794,SAHİL VE MARMARAYA 2 DK PRESTİJLİ YENİ BİNADA 2+1,Bostancı,2.650.000,75,80,2+1,2,1,1,27,4,Bahçe katı,İkinci El,Kombi (Doğalgaz),6-10 arası,0,0
795,"KENTPLUS KADIKÖYDE METROBÜSE YAKIN ARA KAT 2+1 , 4.000.000 TL",Eğitim,4.000.000,70,100,2+1,2,1,2,29,20 ve üzeri,8,,Merkezi Sistem (Isı Payı Ölçer),4,0,0
796,istanbul Kadıköy fenerbahce mh 3+1 arakat 11.kat satılık,Fenerbahçe,6.000.000,125,135,3+1,3,1,1,13,10-20 arası,13,,Kombi (Doğalgaz),31-35 arası,,25.000
797,OPTİMA'DAN SUADİYEDE SİTE ÖZELLİKLİ BİNADA GÜVENLİKLİ BALKONLU,Suadiye,6.600.000,82,110,2+1,2,1,2,36,10-20 arası,10,Sıfır,Merkezi Sistem (Isı Payı Ölçer),0,500,0
798,OPTİMA'DAN SUADİYEDE 7/24 GÜVENLİKLİ PRESTİJLİ SİTEDE BOŞ 3+1,Suadiye,7.945.000,100,130,3+1,3,1,1,21,9,8,,Kombi (Doğalgaz),6-10 arası,0,0
799,FENERYOLU 235 m2 4+1 DUBLEKS SATILIK DAİRE,Feneryolu,5.950.000,185,235,4+1,4,1,2,20,7,2,,Merkezi Sistem,31-35 arası,600,0
800,KADIKÖY HASANPAŞA MAH. SATILIK ÇATI DUBLEKSİ (P-401774),Hasanpaşa,2.618.000,150,162,,,,,,2,2,,Kombi (Doğalgaz),31-35 arası,0,0
801,KOZYATAĞI SATILIK 2+1 METRO VE MARMARAY A YAKIN,Kozyatağı,3.100.000,65,85,2+1,2,1,1,22,9,Giriş Katı,,Merkezi Sistem,31-35 arası,350,0
802,Bostancıda Metroya Yakın Mimari Dekorlu 3+1 Balkonlu Daire,Bostancı,3.995.000,115,145,3+1,3,1,2,24,7,3,İkinci El,Kombi (Doğalgaz),31-35 arası,0,0
803,Çiftehavuzlar Bağdat Caddesine İlk Paralelde Katta Tek 3+1 Daire,Göztepe,9.950.000,117,150,3+1,3,1,2,28,10-20 arası,1,Sıfır,Kombi (Doğalgaz),4,0,0
804,Kozyatağı Bayar Caddesine  Yakın 2+1 Balkonlu Sıfır Daire,Kozyatağı,4.500.000,75,95,2+1,2,1,1,31,10,6,Sıfır,Merkezi Sistem (Isı Payı Ölçer),0,0,0
805,Suadiyede Bağdat Caddesine Yakın 3+1 Masrafsız  Daire,Suadiye,4.850.000,90,125,3+1,3,1,1,24,4,4,İkinci El,Kombi (Doğalgaz),31-35 arası,0,0
806,Göztepede Marmaraya Yakın Güvenlikli Yeni Binada  3+1 Daire,Göztepe,6.650.000,93,130,3+1,3,1,2,26,10,9,Sıfır,Kombi (Doğalgaz),5,0,0
807,Kozyatağı İnönü Caddesinde Yeni Binada 4+1 Dubleks Daire,19 Mayıs,6.250.000,130,165,4+1,4,1,2,26,6,6,İkinci El,Kombi (Doğalgaz),16-20 arası,0,0
808,Çiftehavuzlar Tepegözde Güvenlikli Binada 3+1 Lüks Daire,Göztepe,8.275.000,120,155,3+1,3,1,2,33,10-20 arası,4,İkinci El,Merkezi Sistem (Isı Payı Ölçer),26-30 arası,0,0
809,Suadiyede Feride Geçidine Yakın Yeni Binada 2+1  Daire,Suadiye,6.100.000,80,110,2+1,2,1,2,26,7,6,İkinci El,Kombi (Doğalgaz),6-10 arası,0,0
810,Caddebostan Sahilde Deniz Manzaralı 5+2 İskanlı Dubleks Daire,Caddebostan,24.500.000,290,390,5+2,5,2,4,31,10-20 arası,11,Sıfır,Kombi (Doğalgaz),0,0,0
811,Göztepede Marmaraya Yakın Havuzlu Yeni Binada 3+1 Daire,Göztepe,6.650.000,95,130,3+1,3,1,2,25,10,8,İkinci El,Kombi (Doğalgaz),6-10 arası,0,0
812,Caddebostan Sahilde Deniz Manzaralı  4+2 İskanlı Dubleks Daire,Caddebostan,22.500.000,250,310,4+2,4,2,4,31,10-20 arası,12,Sıfır,Kombi (Doğalgaz),0,0,0
813,Caddebostan Sahilde Deniz Manzaralı 5+2 Dubleks Daire,Caddebostan,22.250.000,260,330,5+2,5,2,3,31,10-20 arası,12,Sıfır,Kombi (Doğalgaz),4,0,0
814,Bostancıda Gösteri Merkezine Yakın 3+1 Mimari Dekorlu Daire,Bostancı,3.950.000,120,155,3+1,3,1,2,24,6,2,İkinci El,Kombi (Doğalgaz),26-30 arası,0,0
815,Selamiçeşmede Özgürlük Parkına Yakın 3+1 Sıfır Daire,Göztepe,7.000.000,95,130,3+1,3,1,2,24,7,5,Sıfır,Kombi (Doğalgaz),0,0,0
816,Minibüs Caddesi -Bayar Caddesi Arası Prestijli Bina  3+1 Daire,19 Mayıs,4.200.000,103,135,3+1,3,1,1,28,10-20 arası,7,İkinci El,Kombi (Doğalgaz),26-30 arası,0,0
817,Bostancı Minibüs Caddesi Yakın 3+1 Mimari Dekorlu Daire,Bostancı,5.750.000,136,160,3+1,3,1,2,28,7,1,İkinci El,Kombi (Doğalgaz),26-30 arası,0,0
818,Bostancı Siteler Bölgesinde Metroya Yakın 3+1 Lüks Daire,Bostancı,3.950.000,115,145,3+1,3,1,2,27,8,2,İkinci El,Kombi (Doğalgaz),31-35 arası,0,0
819,Feneryolunda Bağdat Caddesine 4.Binada 3+1 Masrafsız Daire,Feneryolu,6.150.000,120,155,3+1,3,1,2,19,8,5,İkinci El,Merkezi Sistem,31-35 arası,0,0
820,Tüccarbaşında Minibüs Caddesine Yakın 3+1 Mimari Dekorlu Daire,Erenköy,5.750.000,130,160,3+1,3,1,2,19,9,6,İkinci El,Kombi (Doğalgaz),31-35 arası,0,0
821,Suadiyede Bağdat Caddesine Yakın Yeni Binada 2+1 Daire,Suadiye,5.050.000,70,95,2+1,2,1,1,17,8,2,İkinci El,Kombi (Doğalgaz),3,0,0
822,Çiftehavuzlarda Bağdat Caddesine Yakın Yeni Binada 2+1 Daire,Göztepe,4.650.000,70,95,2+1,2,1,1,15,10,Yüksek Giriş,İkinci El,Kombi (Doğalgaz),11-15 arası,0,0
823,OPTİMA'DAN KALAMIŞ WYNDHAM OTELE KOMŞU SIFIR BALKONLU 3+1,Fenerbahçe,10.800.000,103,137,3+1,3,1,2,26,10,1,Sıfır,Kombi (Doğalgaz),0,0,0
824,Acıbadem Hastanesine Yakın Site İçerisinde  3+1 Daire,Acıbadem,4.580.000,90,125,3+1,3,1,1,12,4,3,İkinci El,Kombi (Doğalgaz),31-35 arası,0,0
825,OPTİMA'DAN SUADİYEDE BAĞDAT CAD. YAKIN 10 YAŞINDA BALKONLU 2+1,Suadiye,6.975.000,72,95,2+1,2,1,1,34,10-20 arası,3,İkinci El,Kombi (Doğalgaz),6-10 arası,400,0
826,Suadiye Çatalçeşmede Bağdat Caddesine Yakın  3+1 Lüks Daire,Suadiye,7.995.000,125,155,3+1,3,1,2,28,3,2,İkinci El,Merkezi Sistem,31-35 arası,0,0
827,Caddebostan Oyuncak Müzesi Sokağında 3+1 Temiz Daire,Göztepe,5.950.000,120,155,3+1,3,1,2,30,5,5,İkinci El,Merkezi Sistem,31-35 arası,0,0
828,Caddebostanda Bağdat Caddesine Yakın 230 m2 3+2 Dubleks Daire,Göztepe,12.750.000,200,230,3+2,3,2,4,31,7,7,İkinci El,Kombi (Doğalgaz),26-30 arası,0,0
829,Şaşkınbakkalda Bağdat Caddesine Yakın Yeni Binada 3+1 Daire,Suadiye,13.500.000,120,155,3+1,3,1,2,28,10-20 arası,5,İkinci El,Merkezi Sistem (Isı Payı Ölçer),4,0,0
830,Fenerbahçe Sahilde Katta Tek 4+1 Sıfır Daire EMLAK MASASI,Fenerbahçe,25.000.000,200,250,4+1,4,1,3,29,10,3,Sıfır,Kombi (Doğalgaz),0,0,0
831,Kozyatağı Kozzy AVM'ye Komşu Yeni Binada 3+2 Dubleks Daire,Kozyatağı,10.500.000,185,220,3+2,3,2,2,31,10,10,İkinci El,Kombi (Doğalgaz),4,0,0
832,Caddebostan Bağdat Caddesine Yakın Yeni Binada 3+1 Dubleks Daire,Erenköy,7.800.000,140,160,3+1,3,1,2,25,8,8,İkinci El,Kombi (Doğalgaz),2,0,0
833,Fenerbahçe Sahilde Orduevine Yakın Yeni Binada 3+1 Daire,Fenerbahçe,12.100.000,120,155,3+1,3,1,2,23,10,4,İkinci El,Kombi (Doğalgaz),6-10 arası,0,0
834,Caddebostanda Ömerpaşa Caddesine 2.Binada 3+1 Balkonlu Daire,Erenköy,7.595.000,105,140,3+1,3,1,2,22,9,8,İkinci El,Kombi (Doğalgaz),3,0,0
835,Feneryolu Kameriyede Bağdat Caddesine Yakın  3+1 Balkonlu Daire,Feneryolu,5.195.000,115,145,3+1,3,1,2,29,7,1,İkinci El,Merkezi Sistem,31-35 arası,0,0
836,Fenerbahçe Bağdat Caddesine İlk Paralelde 5+2 Dubleks,Fenerbahçe,16.000.000,210,265,5+2,5,2,3,27,10-20 arası,12,İkinci El,Kombi (Doğalgaz),6-10 arası,0,0
837,Suadiye Bağdat Caddesine Yakın Prestijli Bina  4+1  Lüks  Daire,Suadiye,10.950.000,165,210,4+1,4,1,3,31,7,4,İkinci El,Kombi (Doğalgaz),31-35 arası,0,0
838,Caddebostan Hamam Sokakta Genç Binada Katta Tek 4+1 Lüks Daire,Caddebostan,11.750.000,175,220,4+1,4,1,2,31,7,1,İkinci El,Kombi (Doğalgaz),21-25 arası,0,0
839,Suadiyede Bağdat Caddesine Yakın  Yeni Binada 3+1 Daire,Suadiye,8.950.000,100,135,3+1,3,1,2,29,9,9,İkinci El,Merkezi Sistem (Isı Payı Ölçer),4,0,0
840,Bostancıda Gösteri Merkezine Yakın Yeni Binada 2+1 Daire,Bostancı,3.150.000,50,65,2+1,2,1,1,22,9,Yüksek Giriş,İkinci El,Kombi (Doğalgaz),6-10 arası,0,0
841,Şaşkınbakkalda Bağdat Caddesine Yakın 3+1 Yenilenmiş Daire,Suadiye,8.250.000,120,155,3+1,3,1,2,29,9,7,İkinci El,Kombi (Doğalgaz),31-35 arası,0,0
842,Erenköy Kaşanelerde Bağdat Caddesine Yakın Genç Binada 4+1 Daire,Erenköy,9.950.000,180,235,4+1,4,1,2,25,9,6,İkinci El,Kombi (Doğalgaz),21-25 arası,0,0
843,Çiftehavuzlarda Bağdat Caddesine Yakın Yeni Binada 3+1 Daire,Göztepe,11.750.000,115,145,3+1,3,1,2,24,10-20 arası,11,İkinci El,Kombi (Doğalgaz),3,0,0
844,Erenköy Ethem Efendi Caddesi Üzerinde Yeni Binada 2+1 Daire,Erenköy,5.450.000,90,115,2+1,2,1,1,21,3,2,İkinci El,Kombi (Doğalgaz),4,0,0
845,Çiftehavuzlarda Bağdat Caddesine 3.Binada Katta Tek 4+1 Daire,Göztepe,10.950.000,150,195,4+1,4,1,2,31,10,1,İkinci El,Merkezi Sistem,21-25 arası,0,0
846,Suadiyede Bağdat Caddesine Yakın 4+1 Yenilenmiş Daire,Suadiye,10.785.000,160,195,4+1,4,1,2,30,10-20 arası,2,İkinci El,Kombi (Doğalgaz),26-30 arası,0,0
847,Suadiye Caddeye Yakın  Yeni Binada Güvenlikli  Havuzlu 4+1 Daire,Suadiye,11.700.000,145,180,4+1,4,1,2,27,10-20 arası,2,İkinci El,Kombi (Doğalgaz),6-10 arası,0,0
848,Suadiye Sahilde 3+1 Full Yapılı Balkonlu Daire EMLAK MASASI,Suadiye,8.295.000,90,125,3+1,3,1,2,26,4,Zemin Kat,İkinci El,Merkezi Sistem,4,0,0
849,Sahrayı Ceditte Minibüs Caddesine Yakın 3+1 Balkonlu Daire,Sahrayı Cedit,3.365.000,110,145,3+1,3,1,2,20,9,9,İkinci El,Kombi (Doğalgaz),31-35 arası,0,0
850,Kozyatağı İnönü Caddesi Sümko Sitesinde 3+1 Yenilenmiş Daire,19 Mayıs,2.500.000,90,125,3+1,3,1,1,19,4,Kot 1,İkinci El,Kombi (Doğalgaz),26-30 arası,0,0
851,Bostancıda  Minibüs Caddesine Yakın Bakımlı Binada 2+1 Daire,Bostancı,3.250.000,80,105,2+1,2,1,1,14,8,Yüksek Giriş,İkinci El,Kombi (Doğalgaz),26-30 arası,0,0
852,Suadiyede Bağdat Caddesine Yakın Bakımlı  Binada 3+1 Daire,Suadiye,8.950.000,130,175,3+1,3,1,2,14,9,6,İkinci El,Kombi (Doğalgaz),26-30 arası,0,0
853,Çiftehavuzlar Bağdat Caddesine Yakın Yeni Binada 3+1 Daire,Göztepe,8.495.000,120,155,3+1,3,1,2,12,7,1,İkinci El,Kombi (Doğalgaz),5,0,0
854,ARTVİN EMLAK'TAN SUADİYE 5+2 DUBLEX DENİZ MANZARALI DAİRE,Suadiye,25.000.000,300,340,5+2,5,2,3,17,10-20 arası,13,,Merkezi Sistem (Isı Payı Ölçer),0,0,0
855,Feneryolu Bağdat Caddesine Yakın Yeni Binada 4+1 Dubleks Daire,Feneryolu,11.500.000,145,180,4+1,4,1,2,11,10-20 arası,11,İkinci El,Kombi (Doğalgaz),3,0,0
856,OPTİMA'DAN SUADİYE SAHİLDE BUTİK YENİ BİNADA EBEVEYN BANYOLU 2+1,Suadiye,7.750.000,70,90,2+1,2,1,2,36,6,2,İkinci El,Kombi (Doğalgaz),6-10 arası,400,25.000
857,OPTİMA'DAN BÖLGENİN PRESTİJLİ HAVUZLU BİNASINDA ULTRALUX 4+1,Suadiye,14.750.000,160,185,4+1,4,1,3,31,10,2,İkinci El,Merkezi Sistem (Isı Payı Ölçer),26-30 arası,750,0
858,OPTİMA'DAN SUADİYEDE SİTE ÖZELLİKLİ BİNADA EBEVEYN BANYOLU 2+1,Suadiye,6.650.000,81,108,2+1,2,1,2,31,10-20 arası,8,Sıfır,Merkezi Sistem (Isı Payı Ölçer),0,600,0
859,3+1 105 NET DAİRE,Erenköy,8.500.000,105,130,3+1,3,1,0,11,10-20 arası,11,,Kombi (Doğalgaz),0,0,0
860,75 m2 2+1 cadde üstünde daire,Bostancı,4.200.000,75,85,2+1,2,1,2,10,6,3,,Kombi (Doğalgaz),0,0,0
861,OPTİMA'DAN BÜYÜK KULÜBE YAKIN YENİ BİNA BALKONLU LUX BOŞ 4+1,Caddebostan,16.950.000,150,180,4+1,4,1,3,36,7,5,İkinci El,Kombi (Doğalgaz),3,800,0
862,Göztepede Minibüs Caddesine 3.Binada 4+1 İskanlı Dubleks,Göztepe,7.500.000,170,210,4+1,4,1,2,27,9,9,Sıfır,Merkezi Sistem (Isı Payı Ölçer),2,0,0
863,Feneryolunda Marmaraya Yakın Konumda Yeni Binada 3+1 Daire,Feneryolu,6.100.000,95,130,3+1,3,1,2,29,10-20 arası,3,İkinci El,Kombi (Doğalgaz),4,0,0
864,Suadiye Sahilde Deprem Raporlu  Binada Katta Tek 5+1 Daire,Suadiye,29.500.000,270,310,5+1,5,1,2,31,10-20 arası,3,İkinci El,Kombi (Doğalgaz),21-25 arası,0,0
865,Ziverbeyde Deprem Raporlu Binada 3+1 Mimari Dekorlu Daire,Zühtüpaşa,5.950.000,125,160,3+1,3,1,2,31,10-20 arası,7,İkinci El,Kombi (Doğalgaz),31-35 arası,0,0
866,Suadiye Ayşe Çavuşta Genç Binada Katta Tek 3+1 Lüks  Daire,Suadiye,6.750.000,110,145,3+1,3,1,2,31,10,9,İkinci El,Yerden Isıtma,21-25 arası,0,0
867,Kalamışta Kapanmaz Marina ve Deniz Manzaralı 3+1 Sıfır Daire,Fenerbahçe,30.000.000,145,180,3+1,3,1,2,31,10-20 arası,12,Sıfır,Merkezi Sistem (Isı Payı Ölçer),0,0,0
868,Feneryolunda Bağdat Caddesine Yakın 3+1 Komple Yenilenmiş Daire,Feneryolu,6.950.000,115,145,3+1,3,1,2,31,9,3,İkinci El,Merkezi Sistem,26-30 arası,0,0
869,Suadiye Emin Ali Paşa Caddesinde Yeni Bina 2+1 Bahçe Katı Daire,Suadiye,4.250.000,85,110,2+1,2,1,1,31,4,Bahçe katı,Sıfır,Kombi (Doğalgaz),3,0,0
870,Çiftehavuzlarda Bağdat Cadesine Yakın Yeni Binada 3+1 Daire,Göztepe,7.750.000,90,125,3+1,3,1,1,27,10,1,Sıfır,Merkezi Sistem (Isı Payı Ölçer),3,0,0
871,Suadiye Minibüs Caddesi Üzerinde Yeni Binada 3+1 Daire,Suadiye,5.500.000,95,130,3+1,3,1,2,25,8,7,Sıfır,Kombi (Doğalgaz),4,0,0
872,Fener Kalmış Caddesi Üzerinde işyerine Uygun  2+1 Lüks Daire,Fenerbahçe,6.295.000,85,110,2+1,2,1,1,24,3,2,İkinci El,Kombi (Doğalgaz),31-35 arası,0,0
873,Kozyatağı Kozzy AVM'ye  Yakın 3+1 Mimari Dekorlu Daire,Kozyatağı,4.450.000,100,135,3+1,3,1,2,23,6,3,İkinci El,Kombi (Doğalgaz),31-35 arası,0,0
874,Kızıltoprakta Bağdat Caddesine  Yakın Yeni Binada 2+1 Daire,Zühtüpaşa,3.750.000,75,100,2+1,2,1,1,22,10-20 arası,8,İkinci El,Kombi (Doğalgaz),3,0,0
875,Suadiyede Bağdat  Caddesine Yakın Yeni Binada 3+1 Balkonlu Daire,Suadiye,7.350.000,100,135,3+1,3,1,2,23,8,4,İkinci El,Kombi (Doğalgaz),4,0,0
876,Sahrayı Cedit İnönü Caddesi Üzerinde 3+1 Balkonlu Daire,Sahrayı Cedit,3.650.000,105,140,3+1,3,1,1,21,7,2,İkinci El,Kombi (Doğalgaz),31-35 arası,0,0
877,Suadiye Çatalçeşmede Bağdat Caddesine 2.Binada 2+1 Daire,Bostancı,4.985.000,90,125,2+1,2,1,1,23,3,3,İkinci El,Kombi (Doğalgaz),31-35 arası,0,0
878,Tüccarbaşında Minibüs Caddesine Yakın Site İçerisinde 3+1 Daire,Sahrayı Cedit,3.300.000,90,125,3+1,3,1,2,24,10-20 arası,2,İkinci El,Kombi (Doğalgaz),26-30 arası,0,0
879,Şaşkınbakkalda Bağdat Caddesine Yeni Binada 2+1 Daire,Suadiye,5.300.000,75,100,2+1,2,1,1,22,10-20 arası,9,İkinci El,Kombi (Doğalgaz),4,0,0
880,Çiftehavuzlarda Bağdat Caddesine Yakın Yeni Binada 1+1  Daire,Göztepe,3.950.000,45,65,1+1,1,1,1,23,10,9,Sıfır,Kombi (Doğalgaz),4,0,0
881,Kazaskerde Minibüs Caddesine Yakın Yeni Binada 3+2 Dubleks Daire,19 Mayıs,6.400.000,165,200,3+2,3,2,2,21,10-20 arası,14,Sıfır,Kombi (Doğalgaz),2,0,0
882,Şaşkınbakkalda Bağdat Caddesine Yakın 3+1 Mimari Dekorlu Daire,Suadiye,7.950.000,115,150,3+1,3,1,2,28,9,3,İkinci El,Kombi (Doğalgaz),16-20 arası,0,0
883,Çiftehavuzlar Yeşilbahar Sokakta 3+1 Temiz Balkonlu Daire,Göztepe,7.395.000,120,155,3+1,3,1,2,27,6,6,İkinci El,Kombi (Doğalgaz),26-30 arası,0,0
884,Suadiye Ayşe Çavuşta Havuzlu Yeni Binada 3+1 Balkonlu Daire,Suadiye,5.950.000,100,135,3+1,3,1,2,25,10-20 arası,9,İkinci El,Kombi (Doğalgaz),4,0,0
885,Suadiyede Bağdat Caddesine Yakın  Yeni Binada 3+1 Sıfır  Daire,Suadiye,8.250.000,95,130,3+1,3,1,1,26,9,5,Sıfır,Kombi (Doğalgaz),5,0,0
886,Erenköyde Bağdat Caddesine Yakın Yeni Binada 3+1 Daire,Erenköy,8.350.000,90,125,3+1,3,1,2,26,9,8,Sıfır,Kombi (Doğalgaz),6-10 arası,0,0
887,Suadiyede Bağdat Caddesine Yakın Güvenlikli Binada  3+1 Daire,Suadiye,6.500.000,120,155,3+1,3,1,2,27,10-20 arası,2,İkinci El,Kombi (Doğalgaz),26-30 arası,0,0
888,Fenerbahçe Cemil Topuzlu Üzerinde  Yeni Binada 4+1 Daire,Fenerbahçe,14.500.000,145,180,4+1,4,1,2,28,7,3,İkinci El,Kombi (Doğalgaz),5,0,0
889,Caddebostanda Bağdat Caddesine Yakın 3+1 Balkonlu Daire,Erenköy,7.395.000,130,165,3+1,3,1,2,28,7,2,İkinci El,Kombi (Doğalgaz),26-30 arası,0,0
890,Erenköyde Bağdat Caddesine Yakın 3+1 Daire EMLAK MASASI,Erenköy,8.750.000,155,195,3+1,3,1,2,28,10-20 arası,3,İkinci El,Merkezi Sistem,26-30 arası,0,0
891,Erenköy Minibüs Caddesi Üzerinde Yeni Binada 3+1 Daire,Erenköy,7.450.000,100,140,3+1,3,1,2,25,10-20 arası,17,Sıfır,Kombi (Doğalgaz),3,0,0
892,Ethem Efendi Caddesi Üzeri Bağdat Caddesine 5.Bina 4+2 Dubleks,Caddebostan,17.950.000,220,260,4+2,4,2,4,31,9,9,Sıfır,Yerden Isıtma,4,0,0
893,Şaşkınbakkalda Bağdat Caddesine Yakın 3+1 Masrafsız Daire,Suadiye,7.950.000,100,135,3+1,3,1,1,31,8,1,İkinci El,Kombi (Doğalgaz),26-30 arası,0,0
894,Feneryolunda Marmaraya Yakın 3+1 Mimari Dekorlu Daire,Feneryolu,6.500.000,120,155,3+1,3,1,2,31,9,9,İkinci El,Merkezi Sistem (Isı Payı Ölçer),31-35 arası,0,0
895,Bostancı Minibüs Caddesinde 3+1 Mimari Dekorlu Daire,Bostancı,5.950.000,125,160,3+1,3,1,2,31,9,7,İkinci El,Kombi (Doğalgaz),26-30 arası,0,0
896,Suadiye Ayşe Çavuşta Bağdat Caddesine Yakın Yeni Bina 3+1 Daire,Suadiye,6.450.000,90,125,3+1,3,1,1,31,9,2,İkinci El,Kombi (Doğalgaz),4,0,0
897,Erenköyde Ethem Efendi Caddesine  Komşu 3+1 Masrafsız Daire,Erenköy,6.250.000,125,165,3+1,3,1,2,26,8,Yüksek Giriş,İkinci El,Kombi (Doğalgaz),31-35 arası,0,0
898,Suadiye Kaptan Arif Bağdat Caddesi Yakın Yeni Bina 5+2 Dubleks,Suadiye,19.800.000,300,340,5+2,5,2,4,31,10-20 arası,15,Sıfır,Kombi (Doğalgaz),6-10 arası,0,0
899,Fenerbahçe Sahilde Yeni Binada Katta Tek 3+1 Balkonlu Daire,Fenerbahçe,13.950.000,125,155,3+1,3,1,2,30,9,5,Sıfır,Kombi (Doğalgaz),5,0,0
900,Göztepede Bağdat Caddesine Yakın 3+1 Mimari Dekorlu Daire,Göztepe,6.850.000,130,165,3+1,3,1,2,31,6,2,İkinci El,Merkezi Sistem,31-35 arası,0,0
901,Suadiye Ayşe Çavuşta  Havuzlu Yeni Binada 3+1 Balkonlu  Daire,Suadiye,7.395.000,100,135,3+1,3,1,2,31,10-20 arası,12,Sıfır,Merkezi Sistem (Isı Payı Ölçer),4,0,0
902,Suadiyede Bağdat Caddesine Yakın  Havuzlu Binada 3+1 Daire,Suadiye,7.275.000,92,130,3+1,3,1,2,31,10-20 arası,11,Sıfır,Merkezi Sistem (Isı Payı Ölçer),2,0,0
903,"Fikirtepe Şua'da 92 m2 Net 2,5 +1 Balkonlu Daire",Fikirtepe,6.550.000,92,137,2+1,2,1,2,26,20 ve üzeri,14,Sıfır,Merkezi Sistem (Isı Payı Ölçer),3,0,0
904,Erenköyde Marmaraya Yakın Genç Binada Katta Tek 4+1 Daire,Erenköy,9.000.000,170,210,4+1,4,1,2,28,10,4,İkinci El,Kombi (Doğalgaz),21-25 arası,0,0
905,Feneryolunda Bağdat Caddesine 3.Binada 4+1 Mimari Dekorlu Daire,Feneryolu,6.950.000,140,185,4+1,4,1,2,25,4,2,İkinci El,Kombi (Doğalgaz),31-35 arası,0,0
906,Suadiyede Güvenlikli Binada 2+1 Ebeveynli Sıfır Daire,Suadiye,7.450.000,85,110,2+1,2,1,2,23,10-20 arası,9,Sıfır,Kombi (Doğalgaz),0,0,0
907,Şenesenevlerde Minibüs Caddesine Yakın 3+1 Mimari Dekorlu Daire,Bostancı,4.450.000,130,165,3+1,3,1,2,23,7,3,İkinci El,Kombi (Doğalgaz),31-35 arası,0,0
